feature,importance,fold
BUREAU_DAYS_CREDIT_ENDDATE_MEAN,0.3996170529748861,1
BUREAU_DAYS_CREDIT_UPDATE_MIN,0.28004129185650944,1
BUREAU_DAYS_CREDIT_UPDATE_MEAN,0.49989285312206005,1
BUREAU_CREDIT_DAY_OVERDUE_MAX,0.053045019380825065,1
BUREAU_CREDIT_DAY_OVERDUE_MEAN,0.05604475575491679,1
BUREAU_CREDIT_DAY_OVERDUE_SUM,0.012877738887521296,1
BUREAU_AMT_CREDIT_MAX_OVERDUE_MAX,0.4410286176359737,1
BUREAU_AMT_CREDIT_MAX_OVERDUE_MEAN,0.37884121142873445,1
BUREAU_AMT_CREDIT_SUM_MAX,0.6261936932795129,1
BUREAU_AMT_CREDIT_SUM_MEAN,0.4082736323553419,1
BUREAU_AMT_CREDIT_SUM_SUM,0.30767184993355934,1
BUREAU_AMT_CREDIT_SUM_DEBT_MAX,0.24583062416902463,1
BUREAU_AMT_CREDIT_SUM_DEBT_MEAN,0.6594369506981718,1
BUREAU_AMT_CREDIT_SUM_DEBT_SUM,0.6197311398179799,1
BUREAU_AMT_CREDIT_SUM_OVERDUE_MAX,0.067217017087986,1
BUREAU_AMT_CREDIT_SUM_OVERDUE_MEAN,0.11088777515220889,1
BUREAU_AMT_CREDIT_SUM_OVERDUE_SUM,0.05531947579507943,1
BUREAU_AMT_CREDIT_SUM_LIMIT_MAX,0.13522889507458766,1
BUREAU_AMT_CREDIT_SUM_LIMIT_MEAN,0.266712850762024,1
BUREAU_AMT_CREDIT_SUM_LIMIT_SUM,0.11150652042031452,1
BUREAU_AMT_ANNUITY_MAX,0.0756770746130275,1
BUREAU_AMT_ANNUITY_MEAN,0.10727232088609115,1
BUREAU_AMT_ANNUITY_SUM,0.12698720377462747,1
BUREAU_CNT_CREDIT_PROLONG_MAX,0.012236198453511371,1
BUREAU_CNT_CREDIT_PROLONG_MEAN,0.05801718317641631,1
BUREAU_CNT_CREDIT_PROLONG_SUM,0.0064377503969943045,1
BUREAU_BB_MONTHS_BALANCE_MIN_MIN,0.036814936139768675,1
BUREAU_BB_MONTHS_BALANCE_MIN_MAX,0.057882434721085965,1
BUREAU_BB_MONTHS_BALANCE_MIN_MEAN,0.08403336084386381,1
BUREAU_BB_MONTHS_BALANCE_MAX_MIN,0.08005605533315399,1
BUREAU_BB_MONTHS_BALANCE_MAX_MAX,0.03430913644218124,1
BUREAU_BB_MONTHS_BALANCE_MAX_MEAN,0.05517065337602944,1
BUREAU_BB_MONTHS_BALANCE_SIZE_MIN,0.14153946418349936,1
BUREAU_BB_MONTHS_BALANCE_SIZE_MAX,0.12636345250024963,1
BUREAU_BB_MONTHS_BALANCE_SIZE_MEAN,0.06059145066132873,1
BUREAU_BB_MONTHS_BALANCE_SIZE_SUM,0.21402595478167044,1
BUREAU_BB_MONTHS_BALANCE_MEAN_MIN,0.0622246692540025,1
BUREAU_BB_MONTHS_BALANCE_MEAN_MAX,0.10228451582631054,1
BUREAU_BB_MONTHS_BALANCE_MEAN_MEAN,0.07090415998958269,1
BUREAU_BB_STATUS_NUNIQUE_MIN,0.0,1
BUREAU_BB_STATUS_NUNIQUE_MAX,0.0,1
BUREAU_BB_STATUS_NUNIQUE_MEAN,0.0,1
CLOSED_DAYS_CREDIT_MIN,0.1979540738383623,1
CLOSED_DAYS_CREDIT_MAX,0.6813722823165301,1
CLOSED_DAYS_CREDIT_MEAN,0.1865547324423923,1
CLOSED_DAYS_CREDIT_COUNT,0.15573435377336983,1
CLOSED_AMT_CREDIT_SUM_MAX,0.29810318765997956,1
CLOSED_AMT_CREDIT_SUM_MEAN,0.25692537279076466,1
CLOSED_AMT_CREDIT_SUM_SUM,0.4062615708930513,1
CLOSED_AMT_CREDIT_SUM_DEBT_MAX,0.16436229967772167,1
CLOSED_AMT_CREDIT_SUM_DEBT_MEAN,0.08404835589854309,1
CLOSED_AMT_CREDIT_SUM_DEBT_SUM,0.06131241433160053,1
PREV_SK_ID_PREV_NUNIQUE,0.10149648441758474,1
PREV_SK_ID_PREV_COUNT,0.022919628445490035,1
PREV_AMT_ANNUITY_MIN,0.3772822420371004,1
PREV_AMT_ANNUITY_MAX,0.16601367308711323,1
PREV_AMT_ANNUITY_MEAN,0.40396193395317503,1
PREV_AMT_ANNUITY_SUM,0.1971250013627809,1
PREV_AMT_APPLICATION_MIN,0.05991860178854363,1
PREV_AMT_APPLICATION_MAX,0.08913903852522664,1
PREV_AMT_APPLICATION_MEAN,0.2176404502005092,1
PREV_AMT_APPLICATION_SUM,0.06181273906991169,1
PREV_AMT_CREDIT_MIN,0.11542910955525201,1
PREV_AMT_CREDIT_MAX,0.12948026379182545,1
PREV_AMT_CREDIT_MEAN,0.345556912955099,1
PREV_AMT_CREDIT_SUM,0.18324102119937857,1
PREV_APP_CREDIT_RATIO_MIN,0.14182493135940363,1
PREV_APP_CREDIT_RATIO_MAX,0.36718084630753006,1
PREV_APP_CREDIT_RATIO_MEAN,0.2045478224210688,1
PREV_APP_CREDIT_RATIO_VAR,0.1281187649947619,1
PREV_AMT_DOWN_PAYMENT_MIN,0.13854334949399255,1
PREV_AMT_DOWN_PAYMENT_MAX,0.3556831195017113,1
PREV_AMT_DOWN_PAYMENT_MEAN,0.15385153782160235,1
